id_x,review_count,rating,free_bikes,bike_station,empty_slots,latitude,longitude
jzFdw7-7Y0ydiBjDDxdRCA,62.0,5.0,14,14,0,41.978353,-87.659753
b04EoiyFImaaSL7tqv3L3Q,87.0,5.0,14,14,0,41.978353,-87.659753
bM4Ea1sV0caV7lzL2dQBkw,11.0,4.5,14,14,0,41.978353,-87.659753
9Q8bXB3Bi9l64pzxoV-heQ,219.0,4.5,14,14,0,41.978353,-87.659753
F-17XiCugg8Ur8a9PEjNzw,31.0,4.5,14,14,0,41.978353,-87.659753
PyyOtwxzGqlFN0fcT_3GCQ,362.0,4.5,14,14,0,41.978353,-87.659753
PXUrg4szisHM1Ldi96bf0w,6.0,4.5,14,14,0,41.978353,-87.659753
l2TqxcL6uTkl0L_nagg2Pg,22.0,4.5,14,14,0,41.978353,-87.659753
l8ZOjU9tN-49l9s-7iLjBQ,11.0,4.5,14,14,0,41.978353,-87.659753
p41slXRwr6uAR484qFy4wg,8.0,4.5,14,14,0,41.978353,-87.659753
6hw-HPdP1oDpCbMHBLid-w,807.0,4.5,14,14,0,41.978353,-87.659753
oIqFOFTKxqFh1bQ_hlFnoQ,32.0,4.5,14,14,0,41.978353,-87.659753
kDGayZCPqodpWhwZioKSzg,24.0,4.5,14,14,0,41.978353,-87.659753
xiqs2k2kRW11uDbHM2TXCg,24.0,4.5,14,14,0,41.978353,-87.659753
BCGezgDw9erzNM29CCJSpw,148.0,4.5,14,14,0,41.978353,-87.659753
yyNOpgPdeTCr0-yakJYJlQ,63.0,4.5,14,14,0,41.978353,-87.659753
-LJayGlySYnQ8z2VvZyFNw,374.0,4.5,14,14,0,41.978353,-87.659753
dGoXBsCIPOcsOCrTOZ3FVw,192.0,4.5,14,14,0,41.978353,-87.659753
